work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2023,134000,US,M,ML engineer,mid-level,full-time,remote
2023,124000,US,M,ML engineer,mid-level,full-time,remote
2023,171250,US,M,Data Engineer,senior,full-time,on-site
2023,113750,US,M,Data Engineer,senior,full-time,on-site
2023,165000,US,M,Data Engineer,senior,full-time,on-site
2023,132300,US,M,Data Engineer,senior,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,on-site
2023,175000,US,M,Data Scientist,senior,full-time,on-site
2023,230000,US,M,Data Engineer,senior,full-time,on-site
2023,124500,US,M,Data Engineer,senior,full-time,on-site
2023,247500,US,M,ML engineer,senior,full-time,on-site
2023,172200,US,M,ML engineer,senior,full-time,on-site
2023,175000,US,M,Data Analyst,senior,full-time,on-site
2023,145000,US,M,Data Analyst,senior,full-time,on-site
2023,148700,US,M,Data Analyst,senior,full-time,on-site
2023,125600,US,M,Data Analyst,senior,full-time,on-site
2023,145000,US,M,Data Engineer,senior,full-time,on-site
2023,115000,US,M,Data Engineer,senior,full-time,on-site
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,160000,US,M,Data Scientist,entry-level,full-time,on-site
2023,120000,US,M,Data Scientist,entry-level,full-time,on-site
2023,185000,US,M,Data Analyst,senior,full-time,remote
2023,120250,US,M,Data Analyst,senior,full-time,remote
2023,275300,US,M,Data Scientist,senior,full-time,remote
2023,183000,US,M,Data Scientist,senior,full-time,remote
2023,170000,US,M,Data Architect,senior,full-time,remote
2023,125000,US,M,Data Architect,senior,full-time,remote
2023,167500,US,M,Data Architect,mid-level,full-time,on-site
2023,106500,US,M,Data Architect,mid-level,full-time,on-site
2023,250000,US,M,Data Scientist,senior,full-time,on-site
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,135000,US,L,ML engineer,mid-level,full-time,hybrid
2023,423834,IL,L,Data Scientist,senior,full-time,on-site
2023,216000,US,M,ML engineer,senior,full-time,remote
2023,184000,US,M,ML engineer,senior,full-time,remote
2023,180000,US,M,Data Engineer,senior,full-time,remote
2023,165000,US,M,Data Engineer,senior,full-time,remote
2023,185900,US,M,Data Scientist,senior,full-time,on-site
2023,129300,US,M,Data Scientist,senior,full-time,on-site
2023,145000,US,M,Data Engineer,senior,full-time,on-site
2023,120000,US,M,Data Engineer,senior,full-time,on-site
2023,143865,US,M,Data Engineer,mid-level,full-time,on-site
2023,115092,US,M,Data Engineer,mid-level,full-time,on-site
2023,130000,US,M,ML engineer,mid-level,full-time,on-site
2023,90000,US,M,ML engineer,mid-level,full-time,on-site
2023,173000,US,M,Data Scientist,senior,full-time,remote
2023,132000,US,M,Data Scientist,senior,full-time,remote
2023,208049,US,M,Data Analyst,senior,full-time,on-site
2023,128500,US,M,Data Analyst,senior,full-time,on-site
2023,179820,US,M,Analytics engineer,senior,full-time,on-site
2023,143860,US,M,Analytics engineer,senior,full-time,on-site
2023,167500,US,M,Data Engineer,senior,full-time,on-site
2023,106500,US,M,Data Engineer,senior,full-time,on-site
2023,275300,US,M,Data Scientist,senior,full-time,remote
2023,183500,US,M,Data Scientist,senior,full-time,remote
2023,149600,US,M,Data Engineer,mid-level,full-time,on-site
2023,102000,US,M,Data Engineer,mid-level,full-time,on-site
2023,145000,US,M,Data Scientist,executive,full-time,on-site
2023,100000,US,M,Data Scientist,executive,full-time,on-site
2023,190000,US,M,Data Analyst,senior,full-time,remote
2023,95000,US,M,Data Analyst,senior,full-time,remote
2023,153600,US,M,Data Analyst,senior,full-time,on-site
2023,106800,US,M,Data Analyst,senior,full-time,on-site
2023,96578,IE,M,Data Scientist,mid-level,full-time,on-site
2023,80481,IE,M,Data Scientist,mid-level,full-time,on-site
2023,128000,US,M,Data Analyst,mid-level,full-time,on-site
2023,85000,US,M,Data Analyst,mid-level,full-time,on-site
2023,151000,US,M,Data Engineer,mid-level,full-time,on-site
2023,140000,US,M,Data Engineer,mid-level,full-time,on-site
2023,275300,US,M,Data Scientist,senior,full-time,remote
2023,183500,US,M,Data Scientist,senior,full-time,remote
2023,220000,US,M,Data Scientist,senior,full-time,on-site
2023,170000,US,M,Data Scientist,senior,full-time,on-site
2023,135000,US,M,Data Analyst,senior,full-time,on-site
2023,105500,US,M,Data Analyst,senior,full-time,on-site
2023,100000,US,M,Data Analyst,senior,full-time,remote
2023,80000,US,M,Data Analyst,senior,full-time,remote
2023,7000,GH,S,Other,entry-level,full-time,on-site
2023,42923,DE,M,Data Scientist,entry-level,full-time,hybrid
2023,160000,CA,M,Data Engineer,senior,full-time,remote
2023,145000,CA,M,Data Engineer,senior,full-time,remote
2023,154000,US,M,Data Analyst,mid-level,full-time,on-site
2023,143000,US,M,Data Analyst,mid-level,full-time,on-site
2023,78990,GB,M,Data Scientist,mid-level,full-time,on-site
2023,51039,GB,M,Data Scientist,mid-level,full-time,on-site
2023,190000,US,M,Data Scientist,entry-level,full-time,on-site
2023,120000,US,M,Data Scientist,entry-level,full-time,on-site
2023,85066,GB,M,Data Scientist,mid-level,full-time,on-site
2023,51039,GB,M,Data Scientist,mid-level,full-time,on-site
2023,109371,GB,M,Data Scientist,mid-level,full-time,on-site
2023,72914,GB,M,Data Scientist,mid-level,full-time,on-site
2023,150000,US,M,Data Engineer,senior,full-time,on-site
2023,111000,US,M,Data Engineer,senior,full-time,on-site
2023,265000,US,M,Data Engineer,executive,full-time,on-site
2023,235000,US,M,Data Engineer,executive,full-time,on-site
2023,121093,CH,L,Data Scientist,entry-level,full-time,hybrid
2022,73546,DE,M,Data Scientist,mid-level,full-time,remote
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,130000,US,M,Data Engineer,senior,full-time,remote
2023,75000,US,M,Data Engineer,mid-level,full-time,remote
2023,60400,US,M,Data Engineer,mid-level,full-time,remote
2023,85000,US,M,Data Analyst,entry-level,full-time,remote
2023,75000,US,M,Data Analyst,entry-level,full-time,remote
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,92700,US,M,Data Engineer,entry-level,full-time,remote
2023,61800,US,M,Data Engineer,entry-level,full-time,remote
2022,172309,IE,L,Data Scientist,senior,full-time,remote
2023,60093,AT,M,Data Scientist,mid-level,full-time,remote
2023,83500,US,M,Data Analyst,mid-level,full-time,remote
2023,52500,US,M,Data Analyst,mid-level,full-time,remote
2023,201036,US,M,Data Scientist,senior,full-time,on-site
2023,134024,US,M,Data Scientist,senior,full-time,on-site
2023,165000,US,M,Data Analyst,senior,full-time,remote
2023,140000,US,M,Data Analyst,senior,full-time,remote
2023,62000,US,M,Data Engineer,entry-level,full-time,remote
2023,58000,US,M,Data Engineer,entry-level,full-time,remote
2023,172000,US,M,Data Scientist,senior,full-time,on-site
2023,115000,US,M,Data Scientist,senior,full-time,on-site
2023,125000,US,M,Data Engineer,entry-level,full-time,on-site
2023,90000,US,M,Data Engineer,entry-level,full-time,on-site
2023,163800,US,M,Data Engineer,senior,full-time,on-site
2023,126000,US,M,Data Engineer,senior,full-time,on-site
2023,237000,US,M,Data Scientist,senior,full-time,remote
2023,145000,US,M,Data Scientist,senior,full-time,remote
2023,90000,US,M,Data Engineer,mid-level,full-time,remote
2023,90000,US,M,Data Engineer,mid-level,full-time,remote
2023,139500,US,M,Data Engineer,senior,full-time,on-site
2023,109400,US,M,Data Engineer,senior,full-time,on-site
2023,258000,CA,M,Data Scientist,senior,full-time,on-site
2023,190000,CA,M,Data Scientist,senior,full-time,on-site
2023,145000,US,M,Data Engineer,mid-level,full-time,on-site
2023,120000,US,M,Data Engineer,mid-level,full-time,on-site
2023,205600,US,L,Data Engineer,senior,full-time,on-site
2023,105700,US,L,Data Engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,239748,US,M,Data Scientist,senior,full-time,on-site
2023,159832,US,M,Data Scientist,senior,full-time,on-site
2023,186300,US,M,Data Scientist,senior,full-time,remote
2023,102500,US,M,Data Scientist,senior,full-time,remote
2023,165000,US,M,Data Engineer,senior,full-time,on-site
2023,132300,US,M,Data Engineer,senior,full-time,on-site
2023,190000,US,M,Data Scientist,senior,full-time,on-site
2023,126000,US,M,Data Scientist,senior,full-time,on-site
2023,149040,US,M,Data Architect,senior,full-time,remote
2023,113900,US,M,Data Architect,senior,full-time,remote
2023,153600,US,M,Data Engineer,senior,full-time,remote
2023,106800,US,M,Data Engineer,senior,full-time,remote
2023,172600,US,M,Data Engineer,senior,full-time,remote
2023,107900,US,M,Data Engineer,senior,full-time,remote
2023,180180,US,M,Data Analyst,senior,full-time,on-site
2023,106020,US,M,Data Analyst,senior,full-time,on-site
2023,376080,US,M,Data Architect,senior,full-time,remote
2023,213120,US,M,Data Architect,senior,full-time,remote
2023,153600,US,M,Data Analyst,senior,full-time,on-site
2023,100500,US,M,Data Analyst,senior,full-time,on-site
2023,206500,US,M,Data Analyst,senior,full-time,remote
2023,121600,US,M,Data Analyst,senior,full-time,remote
2023,260000,US,M,Data Engineer,senior,full-time,on-site
2023,225000,US,M,Data Engineer,senior,full-time,on-site
2023,194500,US,M,Data Engineer,executive,full-time,on-site
2023,115500,US,M,Data Engineer,executive,full-time,on-site
2023,170000,US,L,Data Engineer,senior,full-time,remote
2023,90000,US,L,Data Scientist,senior,full-time,remote
2023,95000,US,M,Data Analyst,entry-level,full-time,remote
2023,70000,US,M,Data Analyst,entry-level,full-time,remote
2023,275000,US,M,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,on-site
2023,115934,US,M,Data Analyst,senior,full-time,remote
2023,81666,US,M,Data Analyst,senior,full-time,remote
2023,175000,US,M,Data Scientist,senior,full-time,on-site
2023,120000,US,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,ML engineer,senior,full-time,remote
2023,120000,US,M,ML engineer,senior,full-time,remote
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,175000,US,M,Data Scientist,senior,full-time,on-site
2023,206000,US,M,Data Analyst,mid-level,full-time,on-site
2023,130000,US,M,Data Analyst,mid-level,full-time,on-site
2023,138000,GB,M,Data Architect,senior,full-time,remote
2023,92000,GB,M,Data Architect,senior,full-time,remote
2023,65000,CO,M,Data Lead,senior,full-time,on-site
2023,48000,CO,M,Data Lead,senior,full-time,on-site
2023,110000,US,M,Data Analyst,senior,full-time,remote
2023,75000,US,M,Data Analyst,senior,full-time,remote
2023,130000,US,M,Analytics engineer,senior,full-time,on-site
2023,87000,US,M,Analytics engineer,senior,full-time,on-site
2023,160000,US,M,Data Analyst,mid-level,full-time,on-site
2023,112000,US,M,Data Analyst,mid-level,full-time,on-site
2023,162500,US,M,Data Engineer,mid-level,full-time,on-site
2023,130000,US,M,Data Engineer,mid-level,full-time,on-site
2023,299500,US,M,Data Lead,senior,full-time,on-site
2023,245100,US,M,Data Lead,senior,full-time,on-site
2023,145000,US,M,Data Scientist,mid-level,full-time,on-site
2023,100000,US,M,Data Scientist,mid-level,full-time,on-site
2023,147100,US,M,Data Engineer,senior,full-time,on-site
2023,90700,US,M,Data Engineer,senior,full-time,on-site
2023,115100,US,M,Data Engineer,entry-level,full-time,on-site
2023,73900,US,M,Data Engineer,entry-level,full-time,on-site
2023,168400,US,M,Data Engineer,senior,full-time,on-site
2023,105200,US,M,Data Engineer,senior,full-time,on-site
2023,210000,US,M,Data Scientist,senior,full-time,on-site
2023,160000,US,M,Data Scientist,senior,full-time,on-site
2023,145000,US,M,Data Scientist,mid-level,full-time,on-site
2023,100000,US,M,Data Scientist,mid-level,full-time,on-site
2023,222200,US,L,Data Scientist,senior,full-time,on-site
2023,136000,US,L,Data Scientist,senior,full-time,on-site
2023,100000,US,M,Data Analyst,mid-level,full-time,on-site
2023,85000,US,M,Data Analyst,mid-level,full-time,on-site
2023,85066,GB,M,Data Engineer,mid-level,full-time,remote
2023,57723,GB,M,Data Engineer,mid-level,full-time,remote
2023,200000,US,M,Data Scientist,executive,full-time,on-site
2023,145000,US,M,Data Scientist,executive,full-time,on-site
2023,140000,US,M,Data Engineer,mid-level,full-time,on-site
2023,95000,US,M,Data Engineer,mid-level,full-time,on-site
2023,185000,US,M,Data Analyst,senior,full-time,remote
2023,120250,US,M,Data Analyst,senior,full-time,remote
2023,130000,US,L,Data Analyst,mid-level,full-time,remote
2023,205000,US,M,Data Scientist,senior,full-time,on-site
2023,140000,US,M,Data Scientist,senior,full-time,on-site
2023,297300,US,M,Data Scientist,senior,full-time,remote
2023,198200,US,M,Data Scientist,senior,full-time,remote
2023,141288,US,M,Data Scientist,senior,full-time,on-site
2023,94192,US,M,Data Scientist,senior,full-time,on-site
2023,184000,US,M,Data Engineer,senior,full-time,remote
2023,143000,US,M,Data Engineer,senior,full-time,remote
2023,70000,US,M,Data Analyst,senior,full-time,on-site
2023,55000,US,M,Data Analyst,senior,full-time,on-site
2023,275300,US,M,Analytics engineer,senior,full-time,remote
2023,183500,US,M,Analytics engineer,senior,full-time,remote
2023,75000,US,M,Data Analyst,mid-level,full-time,remote
2023,65000,US,M,Data Analyst,mid-level,full-time,remote
2023,160000,US,M,ML engineer,mid-level,full-time,on-site
2023,147000,US,M,ML engineer,mid-level,full-time,on-site
2023,149040,US,M,Data Architect,senior,full-time,remote
2023,113900,US,M,Data Architect,senior,full-time,remote
2023,75020,SG,L,Data Engineer,mid-level,full-time,remote
2023,180180,US,M,Data Analyst,senior,full-time,on-site
2023,106020,US,M,Data Analyst,senior,full-time,on-site
2023,17022,IN,L,Data Scientist,mid-level,full-time,remote
2023,70000,IN,L,ML engineer,entry-level,full-time,on-site
2023,80000,SE,M,ML engineer,entry-level,full-time,hybrid
2023,18238,IN,L,Data Analyst,mid-level,full-time,hybrid
2023,250000,US,M,ML engineer,mid-level,full-time,on-site
2023,150000,US,M,ML engineer,mid-level,full-time,on-site
2023,139500,US,M,Data Engineer,senior,full-time,on-site
2023,109400,US,M,Data Engineer,senior,full-time,on-site
2023,105000,US,M,Data Scientist,senior,full-time,on-site
2023,70000,US,M,Data Scientist,senior,full-time,on-site
2023,210914,US,M,Data Engineer,executive,full-time,remote
2023,116704,US,M,Data Engineer,executive,full-time,remote
2023,150000,US,M,Data Scientist,entry-level,full-time,on-site
2023,100000,US,M,Data Scientist,entry-level,full-time,on-site
2023,146000,US,M,Data Engineer,senior,full-time,on-site
2023,75000,US,M,Data Engineer,senior,full-time,on-site
2023,75000,US,M,Data Analyst,entry-level,full-time,remote
2023,60000,US,M,Data Analyst,entry-level,full-time,remote
2023,185700,US,M,Analytics engineer,mid-level,full-time,on-site
2023,165000,US,M,Analytics engineer,mid-level,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,130000,US,M,Data Engineer,senior,full-time,remote
2023,169000,US,M,Data Analyst,senior,full-time,on-site
2023,110600,US,M,Data Analyst,senior,full-time,on-site
2023,193000,US,M,Data Engineer,senior,full-time,remote
2023,136850,US,M,Data Engineer,senior,full-time,remote
2023,139500,US,M,ML engineer,senior,full-time,on-site
2023,109400,US,M,ML engineer,senior,full-time,on-site
2023,276000,US,M,Data Engineer,senior,full-time,remote
2023,178500,US,M,Data Engineer,senior,full-time,remote
2023,59020,ES,M,Data Scientist,mid-level,full-time,on-site
2023,48289,ES,M,Data Scientist,mid-level,full-time,on-site
2023,75116,SI,M,Data Engineer,mid-level,full-time,remote
2023,48289,SI,M,Data Engineer,mid-level,full-time,remote
2023,195652,GB,M,ML engineer,senior,full-time,on-site
2023,101228,GB,M,ML engineer,senior,full-time,on-site
2023,136956,GB,M,Data Engineer,senior,full-time,on-site
2023,101228,GB,M,Data Engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,L,Data Analyst,senior,full-time,remote
2021,150000,US,M,Data Lead,mid-level,full-time,remote
2023,163800,US,M,Data Engineer,senior,full-time,on-site
2023,126000,US,M,Data Engineer,senior,full-time,on-site
2023,260000,CA,M,ML engineer,senior,full-time,remote
2023,110000,CA,M,ML engineer,senior,full-time,remote
2023,170000,US,M,Analytics engineer,senior,full-time,remote
2023,130000,US,M,Analytics engineer,senior,full-time,remote
2023,247500,US,M,ML engineer,senior,full-time,on-site
2023,172200,US,M,ML engineer,senior,full-time,on-site
2023,239748,US,M,Data Scientist,senior,full-time,on-site
2023,159832,US,M,Data Scientist,senior,full-time,on-site
2023,163800,US,M,ML engineer,senior,full-time,on-site
2023,126000,US,M,ML engineer,senior,full-time,on-site
2023,128750,US,M,Data Scientist,mid-level,full-time,on-site
2023,106250,US,M,Data Scientist,mid-level,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,299500,US,M,Data Lead,senior,full-time,on-site
2023,245100,US,M,Data Lead,senior,full-time,on-site
